bernoulli,binomial,poisson,normal,exponential,uniform
1,5,3,-2.2546108782927172,0.7128102580016906,0.29028367731476035
1,5,2,-0.6681359300316102,0.5489529709153086,0.5411880558570243
1,6,0,-0.7812724996943938,0.5076426585058242,0.023716360305790607
1,7,1,-0.6211380888123978,0.02680291287112042,0.07978912363400037
1,8,3,0.8624022887588952,0.4088064868466333,0.41796954358652705
0,6,4,0.019205968003691544,3.7305416983991,0.9429127113917565
1,5,3,-1.3896296708555456,2.067952405115221,0.7215117798434236
1,5,5,-0.3832148369586158,0.39954973900441526,0.08812656950055775
1,6,6,0.5417376476161898,0.8862354632477158,0.8463180127808737
1,4,3,-0.21964501553375435,1.879258754185018,0.732300770608181
0,3,2,-0.6446759511634914,0.5820966897077566,0.6109465257026532
1,4,3,0.33121927873852836,0.018121062943484756,0.8202929606091773
0,4,3,1.6181924894390771,0.07743245099642984,0.4041098477429571
0,4,3,0.4614248329585187,0.7141516813681918,0.22150105085385274
1,4,6,1.3009415130316988,3.488042885438253,0.5120233891087593
1,2,7,-0.5776142178649032,1.1815903123810303,0.5488417555934738
0,2,2,-0.008362111124060725,0.07355633050057403,0.5383263720099121
0,8,4,-0.028551984535682258,0.2099323002135541,0.5650737914801053
0,5,3,0.11867908406769122,1.475445377725653,0.9487049182391808
0,5,6,0.44051960638091603,1.8416206945030478,0.9022456230962314
1,6,8,-0.9189691210547781,0.9615354772201922,0.8757170365589394
1,4,5,0.6473326855134786,1.0340139339044647,0.8014168109086272
1,8,4,-1.6278859389552167,0.028746705975884024,0.9434281072652854
0,6,1,-1.3357566625066817,1.76334846865214,0.09849464167940325
0,3,2,2.1356261011732305,1.552467999388228,0.2651232614457395
1,5,5,-0.510120739478876,0.2998020827505302,0.4950559456545849
1,7,5,0.7295193509862021,1.2333217004808783,0.8465344931234052
1,7,3,1.6982903924269561,0.24188636360463658,0.5051657115227325
1,5,1,-2.314456078778476,0.0411659714355243,0.7480347393415887
0,5,1,1.1262461801557098,0.22456523967232642,0.13895990524891622
0,3,4,0.648943606259271,0.1967802336100322,0.2524138129765602
0,9,8,1.6403972809330398,0.41210912589659005,0.7317760950376724
1,4,3,-1.1815231616646271,0.5420574615692421,0.16473400888772405
1,7,6,1.4512546569546128,0.7103724707000952,0.35135593465492676
0,6,1,-0.7394144316026904,0.6477033242927798,0.2648662578135714
0,5,4,1.0547778142766568,0.31563528986043443,0.3498616942224785
1,5,4,-0.03602103575443992,0.02960459192117248,0.7083240490779703
0,4,6,0.7707688064351387,0.9291268186674587,0.367847181142801
1,4,1,0.04886918330515309,0.5037587031212968,0.5552633226079402
1,4,7,-1.839401584186729,0.35477982279793596,0.09993187705440965
1,4,2,-3.120544022943797,2.016962961994405,0.8050176932346278
1,6,5,0.20991553398349078,1.3733517109237485,0.36988862564812486
1,4,6,-0.2637350376313479,1.9502785150951847,0.6485341590333424
1,3,7,0.3982209514202937,0.6831627804108273,0.7253896016618326
0,8,5,-0.2521534658435748,0.1403330453692271,0.2096609221117004
1,7,4,2.0180773827178204,1.1914562512877922,0.88467498495335
1,7,5,0.23053712782830446,0.23076474388773582,0.6162242516069529
0,9,5,-0.44694772758266543,0.5820167473032931,0.42872514175148146
1,4,3,0.3373630663468662,0.06720959348940872,0.18233518357821954
1,5,1,-0.42867479688130566,1.7447331592951978,0.9423009379012067
0,6,4,0.09293023411398735,0.1346069892111933,0.7550682041316251
1,6,8,-1.2174801872358345,2.3340500333710437,0.20802456273324887
1,3,3,-0.008585201859605372,1.9967974372754707,0.3377107747242245
1,6,2,-0.4778523960351749,0.6247089564813596,0.8096742580880733
1,4,4,-1.1227366253686797,1.3640171679085704,0.695677663215339
0,4,3,1.9757358680726422,0.9661247594521223,0.7657842927157243
0,5,3,-1.0837353699401662,1.6249355952375757,0.4412011022129324
0,5,2,0.006964223441937532,0.565290786698282,0.7164762626421669
0,5,5,-0.8028080349487572,1.5408847307368387,0.3864937228639137
0,3,5,0.29703947087987503,0.620746181863521,0.21126291693819643
1,7,4,-1.2743851344689174,2.8296381360630725,0.63267703484136
0,4,3,0.8403568239355511,0.6662562072583974,0.9760139255987942
1,3,7,2.0361561863588413,0.6210484448761042,0.3106009713953296
0,7,4,-0.8395392371006698,1.5374515465553478,0.46096959221253964
0,8,3,1.2169688626813207,1.7236020204702065,0.6740013710698536
1,7,0,-0.38187934439569,0.8085335976249498,0.5415062821224879
1,6,2,1.5057911210760857,0.19820440020851102,0.8434277957090492
1,6,3,2.188498986095991,0.6306574397857653,0.7617427064695159
1,5,3,-0.23370501170845875,3.444287662727786,0.05829720386235704
0,3,5,-1.5202660808946518,1.398311045289649,0.998421233923774
0,5,4,0.9480843874360897,1.666868972210451,0.7524024537194672
1,4,5,0.22441720794411618,0.033376343572544265,0.8639033162941132
1,4,7,0.5017911677776411,0.6308476565458075,0.6511977120953464
1,6,3,-0.3398450418443653,1.0402145218398546,0.8562851280467623
1,5,5,-0.8844928186606991,1.7721491170512849,0.11238297492870941
1,3,2,1.1603481809669742,0.050529011350221885,0.3477378355593156
1,4,6,0.31978999455603274,1.9135128543837843,0.8764209436044927
0,6,5,-1.4435570341837254,0.7949605209822794,0.20165521126689223
1,3,6,0.6868752232028936,0.21979163847602065,0.07824209858002273
1,7,3,0.4861685979665005,0.3816341590085905,0.788118939945219
0,5,2,-0.3252989243235641,0.3311875974094449,0.8354861556432962
1,5,1,1.619813234242322,0.7568519891478418,0.1626522181899006
0,5,2,-0.6181731623472644,0.053069270406230634,0.8543459827827155
0,6,3,-0.16898649815484168,0.17261223537717646,0.6867677955971696
1,4,2,0.7686480879681981,1.6750065286082787,0.5200826832165839
1,6,7,0.0767629503307216,0.1422596484063167,0.830250192781385
1,5,2,-1.3844231543584364,0.26578525970018013,0.4192492493189658
1,4,4,0.18379937299342966,0.6039842301396461,0.1939939562233972
1,7,4,-0.4143897919652327,0.727988942605244,0.28485267661061364
0,6,0,0.8569962449162634,1.442274324441929,0.5051640182933148
1,6,4,0.15121834399513978,0.5929985914247257,0.5313307926731757
1,7,6,0.09450765304739081,1.5600032942342539,0.8055808264412336
1,7,4,-1.0482511637190517,0.9632416444984971,0.7913527236523344
0,6,7,-0.2300253079140055,0.12002274879418379,0.5813665572045749
1,7,2,0.9701010940126534,0.16999556103040914,0.7807854833654764
1,6,4,-0.776536344541371,0.5745355557446505,0.19177345829367098
1,6,5,-0.03255022308771416,0.5056546713627221,0.05006452709329434
0,5,5,-0.9364460516490096,1.3607992204454207,0.8736338226347001
1,6,1,-1.1838426410516691,0.8692572044436053,0.07555449376276957
0,3,5,-0.08485904498935258,0.491240472734114,0.2466884297439973
0,7,3,0.17380116487733835,0.18724600213676387,0.6953189496243846
1,7,4,1.9938629392325948,0.25726551821768306,0.40944793762730913
0,2,2,-0.455460383846209,0.8568456724540112,0.8763139699155088
1,6,5,-0.050169267633882464,0.5506737955565839,0.29797979466226954
0,3,8,-1.2500735179709248,0.7234569329469679,0.011871346669359295
0,4,4,0.6122400149069139,0.187146098564667,0.3006556405607441
1,6,9,0.3980947793532806,1.0873942043616682,0.5780750491848317
1,3,3,1.4883946776914283,1.9141897875717437,0.37593837540329333
0,6,3,1.1116221515087088,0.29832451189654763,0.5348727557587553
1,7,0,0.35140666884228294,0.6763180399553154,0.8765981188350187
1,5,4,-0.47007149958870037,3.7101982542723113,0.9124850542303685
1,1,4,0.2046684378900604,0.40532772837128406,0.2659740646541121
1,4,1,-0.11101346213176101,0.90398265033395,0.4621404732699007
0,5,3,0.9533975332379796,0.09452575776402292,0.5491440152414512
1,8,4,0.8262314899624682,0.9314424477681571,0.9491124568882471
1,6,7,-0.2964154436547553,0.09390611659763758,0.9986173191643847
1,4,4,-1.4619937798268778,3.199942087786592,0.23540724884152664
0,6,3,1.3333873002204246,1.2575939009346033,0.7269798713458154
1,5,1,0.581873956823205,1.5519230061193148,0.37803106223319516
0,6,5,-0.319490070572669,1.2177484570000021,0.008108196886213226
1,3,7,0.5428733481036709,0.890937449955458,0.009252522435902355
0,6,4,0.07486130625002908,0.5976784334835391,0.46056600756225574
1,5,4,1.3186179262194737,1.9545611193538637,0.4883349130043346
1,8,1,-1.9297802318050268,3.1427407623293977,0.022569696573442655
1,4,8,-0.39719096651343244,0.6912213819092711,0.6869274167743025
0,6,4,1.5990545154786884,2.681433331160105,0.2940033885949531
0,7,1,0.5631984034673122,0.8754677213268581,0.5598931015359494
1,3,1,1.772606668314208,0.7730223072182364,0.30091907316541877
0,7,2,-1.2218070931634644,0.6060208205992647,0.1671343148693072
0,6,4,1.0721967159384873,0.23482117200571417,0.4071737385988753
1,3,0,1.012224423453833,0.0037265959592833096,0.23227336479050076
1,4,7,-1.681728535328834,0.2764206896617385,0.5348009769191681
1,6,4,-0.29550228953308394,0.7127850914938828,0.19882853028647995
1,3,7,-0.10652910519408315,0.4779712098996148,0.5084059766446271
0,5,6,-1.6195560287674056,0.595086655520611,0.15737851486886756
0,4,5,-0.27460232652043887,3.944970851545388,0.670974709485785
0,5,7,0.8731831407786059,0.4312020357097774,0.7539376844414241
1,2,6,-0.39092305952474016,0.601813878717179,0.11039423424993378
1,7,8,0.24213315567402635,0.143311117307577,0.4678024120373392
0,8,4,0.24937028272765205,0.04914584647572164,0.07087170065487358
0,8,2,-0.012143411138766203,1.4934765999637727,0.5981824455420024
0,6,8,-0.7051820240254287,0.8455601129798249,0.26440429792964537
0,3,6,0.6588139748838979,1.4300573680300215,0.5276244568387078
0,6,2,-1.5870337615259915,0.16235752944881846,0.5174610093842912
1,2,5,0.008588138508182646,0.8482320960757755,0.9243543461938004
1,2,4,1.3854863405180886,0.29255053667024544,0.5490832225687229
0,4,3,-0.4473732498412154,0.25885080586812015,0.5829984797183156
0,5,4,-0.7273212215022773,0.011592953412733241,0.4016531257643803
1,6,3,0.7255161387753777,0.13965378032931636,0.9490796031828168
1,6,3,0.16343176058713194,0.3700035355725912,0.7771859094396096
0,5,6,0.7454472820569326,0.12429278382948347,0.28540529030284156
1,4,3,0.038498485695272235,4.258637328339708,0.8442095857762321
1,9,3,-2.3882924507511794,0.3690839735004288,0.43239636018509
1,5,3,1.179913410425699,0.13963448920533642,0.8286671435335939
0,5,5,2.0700263824782756,0.2219970997759337,0.822888068293502
0,3,3,1.2840410068362866,0.886011869378707,0.1888701867628544
1,6,4,-3.5388577250697595,0.06618630344124009,0.7011411313835769
0,6,3,0.4510882125055664,1.9836524230661559,0.2906429693065311
1,4,3,-0.46674581057504627,3.2570887062204377,0.2974926699926682
1,3,6,-1.084243753611709,0.2833546767059409,0.29634807688058074
0,6,4,0.122732161638273,0.5980102313789227,0.7255682475599482
0,6,7,-0.14894729489972075,0.022383093888224397,0.22982604179253607
0,4,0,0.5086578042798411,1.0236260426213855,0.0009058352460902253
0,8,6,0.05658018930545408,0.5343093165676217,0.7152368534826331
1,3,3,-1.120812106888977,0.3147908385971959,0.17118474383512527
1,5,4,-0.576601776742971,0.23172666938233993,0.10448239530783465
1,7,3,-0.7379585563250161,1.0613832045845761,0.23751612059406013
1,5,5,-1.7164831767444462,0.5382259937048771,0.379900522322704
1,6,3,-1.3716446439538834,0.19803552383751724,0.4759063274732007
0,5,2,-0.2110686698851942,1.1683131726587064,0.04457004071263082
1,4,1,1.423754075307279,0.8325754296013133,0.9705733326273605
0,8,4,-0.5355570796987947,1.9566722376461985,0.7160630534195581
0,5,9,-0.7574307747527896,0.12496918049263243,0.32319406532433614
0,7,2,-1.181286806672826,1.540222541442795,0.31869725728539733
1,4,6,0.03053649499535071,1.1193767460353796,0.4485425493684594
1,4,5,1.179259334610126,0.12217999204841887,0.626244822763033
1,2,3,2.0026827664085918,1.1868559041320002,0.14637306658896776
1,6,3,0.2853993767216869,0.5825853352838882,0.18892981376495233
0,4,2,0.13999374263643455,2.900145505746256,0.8594345828335509
1,7,4,-0.5434731072535431,0.1526983107468978,0.25625492388907256
1,5,3,-0.37656662149101117,1.0295529136766317,0.38019499797517753
0,8,1,0.6291750910507029,0.48123453315081194,0.871271850950117
1,4,5,-0.31487533206307944,3.142254438419255,0.6631478293998225
0,7,4,-0.16228244716741405,0.4004400975830923,0.34171187934168834
0,6,7,-0.025347274750424368,3.2750734810489286,0.6836995457246208
0,6,4,-0.5908281109074761,2.317555097472637,0.01968321538141371
1,7,7,-0.07497925907755129,0.3152358625674954,0.7356426600113652
1,6,4,-2.0194061287908016,1.627305474991052,0.4870160405162395
0,6,3,0.5488358830184623,5.427106149660531,0.8131821472844613
1,3,0,2.3517718389720548,0.29123906060190596,0.9546376520064683
0,2,4,-0.5520436151630664,0.5740799375368406,0.9257885494945683
0,7,1,0.3738371450016698,0.734345780501203,0.9092650434553408
0,5,3,0.8515763202461846,0.34945980122938997,0.5121699559338871
1,6,3,1.2802152727174614,0.015382546699889067,0.36014211413893804
1,5,2,-0.26432148874017936,0.24862707071701512,0.46503532473067277
0,3,5,-1.8033172536887192,0.33119780898082246,0.6898960033133608
1,3,5,0.26723195084876283,0.5862672821216833,0.8839977768711867
1,6,5,0.128628690654427,0.18765874839202423,0.20698630300011955
1,5,3,-0.34566637467600275,2.065573009422475,0.918193158461703
0,4,4,-0.13351212288434067,1.2204787230289535,0.8151802319698891
0,5,0,0.14368044501773122,0.08905033887088158,0.9788560151782346
1,3,3,0.36176199210385035,1.050086305505497,0.8802517732816871
1,5,3,0.3198097102399178,1.060324153708477,0.27993732969190666
0,4,8,-0.21768565950112867,3.1286049950043537,0.10595591134404769
0,6,4,0.38427883498595106,0.003025443398058438,0.11224107199158861
1,4,4,-0.2850308482748619,0.2849291316806406,0.2912233185782761
1,5,4,0.6420255015353197,2.6281972258541773,0.6141837239845392
0,2,2,-0.6274428354765009,2.6902188596061847,0.8043203260971725
0,3,5,0.07305819214956248,1.2750622269362244,0.8992503069815647
0,5,2,-1.6237385821172297,1.4514232262790463,0.6237533843692328
0,5,5,-0.36991046945714723,0.09594163285145516,0.0056313127480537295
1,5,3,0.5674887211299786,0.7212912037167176,0.1863167765185335
1,4,4,-1.0337348667080686,0.2634227131023665,0.09972620385336795
0,6,6,-0.32010047635008365,0.1999374620934279,0.36332447556901004
0,7,3,-2.4050695499102095,1.662328793459307,0.5013509936337459
0,6,9,-1.3680741085319892,0.14506986167022246,0.04339717857856085
0,2,4,-1.1064745561139018,0.6323374219932191,0.3484779757956553
1,5,4,0.10175105077163865,2.789991102479082,0.17917967462532258
1,3,1,0.33340901239271253,0.20558861431633274,0.6470701662588739
0,4,7,-0.05605556594019711,3.816413949302463,0.46427236932434
0,8,4,-0.38259338288737815,5.165183561136167,0.4953176469339088
0,3,4,-0.37910174834874727,0.8110688238573306,0.4276917880334611
0,5,4,0.7160457490404942,0.18650156909813925,0.956019710486567
0,5,3,0.2128198468830529,0.3799507180609543,0.21473512512156323
1,6,1,-0.33394559630536247,0.5525035968170129,0.5166642598438743
1,5,3,1.2932994952412589,0.3700847756873162,0.7360173683653359
1,1,9,1.9499750409961005,0.32938720665360544,0.5568444131345626
1,4,2,-1.2457424502336703,3.5837885065752024,0.9290208857168011
1,5,7,0.5225100702105114,0.16648540606465004,0.37796835564128417
1,3,2,3.089889607686385,1.321735497877455,0.463675805773178
1,4,5,0.28020554105019435,0.00041037363091626293,0.08852231521472842
1,2,0,0.11544263616427654,0.9067926552586009,0.6089991110519285
1,3,3,-0.055733939893613596,2.4762601858758786,0.28821196844810604
1,5,9,0.4901815174907414,0.33958480737817204,0.16030903951556885
1,3,6,0.7548991665498829,0.20521274249549099,0.5445312929045081
0,5,8,-1.2447668741691826,1.054633092607772,0.5323102633799106
1,6,5,-0.026483628288828647,1.2468852020033179,0.07587164122404755
1,6,5,-2.2694978644974095,1.1648499131108507,0.6982154534944728
1,4,5,-0.20931661662150006,0.3846583968691644,0.6237721906508529
0,3,2,-0.9026885938220728,0.2906229287461431,0.1890172827464972
1,3,9,0.33917757913548424,3.1217218904164907,0.46943486215404384
0,6,5,-1.6563805271410257,2.5678471595464196,0.72032291647856
1,6,1,-0.5123173104590948,0.6112292044117772,0.5294357405412765
1,2,4,0.9665442505206122,1.8720623407446966,0.3954890761835702
1,7,5,-0.6763331514442502,0.6020704539762938,0.32233845808094364
1,2,3,-1.904935777417886,0.5523232250552198,0.6103938666440536
0,5,5,0.2575331531289845,0.17050715956002996,0.9391086983102406
0,6,3,-0.5865289930926361,0.5558335484902193,0.6717448404774834
0,7,4,-0.18588543607289654,0.7709291459377752,0.0747459036363155
1,6,3,-0.7298695864625924,0.022761414169434977,0.4606849734821338
1,6,1,1.974396744480029,0.5871902521073249,0.8908241315106276
0,4,5,-1.5580727358535134,1.520311441478238,0.09446242580108688
1,6,3,2.8334956118942727,1.1395782197163231,0.9888757121375433
1,3,2,-0.39063653075135196,1.008288124398501,0.9490693936454213
1,7,2,0.1834465762181352,2.4030180848313276,0.07827448072987586
1,5,4,-0.5747964176044837,0.018196567722321363,0.9334133204495549
0,6,2,-0.6166335598554541,0.814292932747893,0.3631325902594622
0,5,4,-0.7848299034326331,1.5481022418713741,0.8447091670758625
0,6,3,0.6012579620436356,0.7794360172656328,0.4183833377132715
1,5,2,-1.4107996936270562,0.3914077068571167,0.44085511270251587
1,6,3,0.3641085442426688,0.14647255813141538,0.6342430909775426
1,3,10,-2.184492735051809,2.18536285292026,0.7744774192759833
1,3,4,0.2735287711417637,0.6363177842391305,0.033789150948248636
1,4,5,0.8491426059321912,2.1046789179097294,0.5931559955271343
0,3,3,-1.2745191073073694,0.8815321767443516,0.18673299409737099
0,7,4,0.6787426017187439,1.121447386099571,0.34594951786320294
1,4,4,0.05138541062432149,1.63097392851105,0.3479686661552165
0,8,3,1.5984264553578396,1.0763290482856556,0.4690603402211536
0,4,6,-0.8552063823110898,0.5075889352962613,0.3341364118761734
1,4,3,2.81598590372273,0.7207925854073832,0.10736111845066776
0,6,5,-2.3907821543252377,1.624782666674772,0.14562873852545144
1,6,3,-0.3295038006361257,0.4678464318667654,0.03343798556109767
1,5,0,-1.6985697106229332,0.49122147493741297,0.4702490853287543
1,5,6,1.8510541768497661,0.10058318535846737,0.9544476948529885
0,6,3,-0.2617009938158365,2.460226937437883,0.11567522364811655
1,4,2,-0.17168507736928265,0.0954501360377275,0.946264493003082
1,9,5,0.44323809808521286,1.0447185341382146,0.7333615147320935
1,8,6,-0.00480518632728754,0.5330618237643874,0.6374988029341632
1,6,1,-0.5937615564013348,0.5202354076709824,0.6452777553235629
0,4,6,-1.2566472506290483,1.1380347522784198,0.8267276483962821
0,6,2,0.16851340233342924,0.06945054687922772,0.10691986437982137
1,3,2,0.3788336326894784,0.9006777092953474,0.5047543235655417
1,2,2,0.6953772364017292,1.4785490719059255,0.6970911382607585
1,4,3,1.9127268503065222,1.7614985322976322,0.5868204450735637
1,5,4,-2.173768904413992,0.18696880581994255,0.8327790710232946
1,7,3,-0.06771719735270462,2.277103036761431,0.07227170901135149
1,6,3,1.1917378358214277,1.0675383974162391,0.690701039499166
1,6,1,-0.12452242443886458,2.1358409094433544,0.5340277303847177
0,5,4,-2.33817245369327,0.6641336086968487,0.3791608639799434
0,4,7,-1.2910395748499208,0.7809589034075168,0.34027498223403085
1,4,6,0.3285698496773193,2.5137787919089503,0.6208326327741929
1,8,6,0.2921972948833408,2.3016809354144474,0.8909953746442648
0,2,5,0.6725196983410208,0.5944987124438186,0.49617592610111527
1,7,3,-0.7810089435481842,0.320773788871442,0.8247231640769201
0,5,2,0.2598832349192977,0.4995073091684502,0.4021563818439675
0,5,5,-0.9458633078963248,0.49063798649394835,0.10239446279317654
1,6,6,0.2599579936436911,0.33808716489211416,0.06150573645863855
1,5,0,0.053212197103539735,0.3127668878653467,0.051334371323677574
0,7,6,-0.8208600201629043,1.9737342288170923,0.38015014195766994
1,7,3,1.558183630762687,0.07242223147368448,0.33723775083584207
1,5,4,-1.705635950162387,1.131996952882909,0.7179370236225695
0,4,4,-0.14162098301052742,0.18973301567705533,0.7428215015848658
1,5,3,-0.8429055643243101,0.42236596650386876,0.05085396883373983
1,7,10,1.8342020358562743,0.06351827817295681,0.22112326288901496
0,4,1,0.5983980076204188,0.31467463159516396,0.2742618501588997
1,5,5,-0.6493103753703896,1.4628345180666829,0.5476119841428094
1,6,2,-0.2797152893203726,2.1629564164310646,0.14451522390695026
0,6,2,1.861257373980529,0.25042116551909144,0.13394121940000037
1,3,3,-0.9462756317300305,0.6227778900557308,0.943788889207958
0,6,7,-1.7644481722305585,0.6354898706262965,0.804202907297781
0,7,1,0.2910068624638142,2.06810845052591,0.1806549020911703
1,4,2,0.3136403674078202,1.4388476189314854,0.40656780790549096
1,4,4,0.6660345733898599,0.7196497277487082,0.35562199925756555
1,8,6,0.6726257608719525,1.1109294356516097,0.7910040740654073
1,4,1,1.7707056507337993,1.879640668173544,0.5102129164781221
1,7,4,-1.7181374903760358,0.009584741254990228,0.12784973699346702
0,5,6,-1.202803194645333,0.5156539799565166,0.7389920631562439
1,4,3,0.6622033339461874,2.3777739120363,0.39688797822491895
1,7,5,-1.1056255017144403,1.3482783380988927,0.26292424763214706
0,5,3,-1.4565879732593636,0.7827248462003128,0.37549862202072015
1,5,4,1.8658445522852707,0.754266544690837,0.49775656360689635
0,4,6,-1.6199421316642872,0.42735816817200706,0.34311551641700944
1,5,2,-0.35127203711064553,0.735054208602718,0.24190577259175783
1,3,3,-0.05936745123140444,1.0653222023432827,0.39850202880398033
0,5,3,1.3091366419632775,0.541908803249804,0.019172910749898242
0,8,4,-1.8688030582824706,1.2522990884769511,0.7724978460963139
0,4,9,0.41547515150624903,1.9749534427416104,0.1709448935675858
0,6,6,-0.8903770582600778,0.1680457604295525,0.043904613630637246
0,4,6,0.6276112125924505,0.6006537327822011,0.6536986929050792
1,6,5,-0.9068077260268592,0.5242825826555936,0.7739361288236722
1,3,1,1.5723062561857772,1.1630381891067598,0.8138291315928432
0,8,0,-0.9009700184262551,0.28750537507425455,0.49350918266059995
0,5,9,-2.4619797058899167,1.0223484765181756,0.2053681846899853
0,4,2,-0.7888492497413011,2.099556430253436,0.7372276772498267
1,3,5,-0.26130011056889496,0.5415109733027735,0.6997130771543372
1,3,4,1.0823538731623088,2.4192953290719585,0.24627073410317324
0,5,2,-1.2584148305649208,4.9855143245045905,0.903407755862793
1,4,4,-1.2386461271140756,0.11215247325739204,0.104371458082829
0,7,0,0.9605779037089842,0.2653378255016046,0.9826882395913257
0,5,3,-1.375225117962206,3.00335629230888,0.8602478109774646
1,4,3,-0.17898344139169084,3.1779183150838364,0.6878986454790752
0,5,4,-0.1586511834690122,0.10281628317140824,0.9387498882798329
0,6,2,0.21757953634296223,0.015112115351447396,0.7223111683237078
1,3,1,-0.7498482103826004,0.1756637968524088,0.19045699703004593
0,3,0,-0.9269943866745629,5.524661881045076,0.44215613811281174
1,2,2,0.3348944417522922,0.1984504711760047,0.07150302433163536
0,6,6,-0.8959958531697858,0.698255418865816,0.3896574222881154
1,6,3,-1.3599691901191746,1.8866267415717444,0.7416030197372087
0,5,4,1.2277999878516854,0.020612598135984844,0.3864433509308174
1,7,4,0.48809538137918235,0.9275766344088694,0.3302941754681341
1,6,2,1.7675023957653402,0.32438125643266985,0.5953557225103119
0,5,3,0.7839676512169459,1.9829314743175495,0.872204528998895
1,7,3,-1.2681436516314983,0.33332281024474325,0.04758319254611243
1,4,4,0.09636924005999573,1.160771946448222,0.3854704346997354
0,3,4,-1.015628254718246,1.1215318438299642,0.1582407418152627
0,4,1,-1.6516095967182838,0.2503780011138245,0.6953542507318696
1,3,5,-0.44719939306998346,0.03541911625144456,0.10572456043113487
0,5,3,0.9815328752991211,0.5263616414348846,0.6648077585802445
1,7,6,0.27491271078750706,0.3413545484850642,0.2861808707979073
1,2,3,-1.390894131258771,1.655365363551361,0.1989168137372247
1,3,8,-0.48234157521273674,1.6112605146416126,0.9363525578249854
0,5,4,-0.1428665853419799,0.6106900708730945,0.018524576745955867
0,7,8,-1.6891124539708449,0.9327052797730452,0.43777727188956894
